18

3 3
4 404 31
449 495 -128
257 801 -426
122 937 105
148 745 711
860 193 -538
373 375 113
796 309 433
573 343 423
563 106 753
319 91 109
167 474 910
968 698 520
905 273 -358
2 730 790
195 441 -350
922 255 376
232 369 -828
575 802 -902
33 577 -339
476 330 -668
950 792 499
649 702 -533
274 222 -276
356 865 726
797 7 -727
52 10 196
421 386 -572
576 910 -645
153 8 -612
836 21 -135
628 354 167
682 205 816
257 673 -558
474 749 798
481 828 947
843 101 352
229 297 125
492 77 -299
500 784 -793
874 173 43
580 390 23
785 909 -943
810 726 314
912 520 788
740 319 622
193 266 465
843 618 47
920 744 -461
705 797 -609
230 4 617
972 399 -803
881 774 983
959 832 793
480 498 -295
151 639 -203
769 261 991
388 78 834
484 125 106
633 16 -837
638 760 393
389 377 -635
164 575 -401
348 910 558
198 55 -610
837 761 -459
98 910 -689
177 253 51
654 87 887
671 546 520
431 709 -490
160 103 900
735 820 416
645 771 116
53 682 -686
814 72 152
76 966 250
330 629 -221
769 32 -566
315 271 457
25 143 -760
480 654 -600
652 906 -512
424 674 -515
106 790 -462
530 104 704
496 256 -219
477 859 -889
509 990 880
132 776 548
276 585 -427
282 825 53
188 578 -943
214 418 481
4 255 587
108 794 470
717 850 -34
928 983 796
270 446 -343
47 679 790
632 227 418
810 152 700
740 557 240
158 614 454
413 96 458
559 35 918
762 505 987
745 824 267
192 972 -462
223 629 -415
450 771 217
602 189 379
159 889 119
773 481 277
221 935 43
609 393 -46
466 664 -284
290 651 462
614 919 -994
244 457 -771
15 394 -969
557 963 633
798 343 144
280 462 -731
215 740 -509
961 135 -548
625 89 -82
628 806 209
899 620 823
708 978 419
102 207 787
66 590 -656
409 223 494
871 719 774
963 988 -10
450 479 -49
540 931 928
698 202 556
670 411 808
648 586 -484
207 358 -381
797 497 -963
372 193 798
91 687 21
79 462 337
911 452 787
194 755 679
396 35 729
159 943 399
98 751 399
808 268 958
305 239 107
498 628 -169
537 426 922
999 447 354
803 784 617
558 572 163
593 603 -88
889 333 -577
640 84 521
260 484 -319
499 794 -14
127 902 836
553 85 -626
353 8 -275
137 714 529
61 683 -561
665 846 385
998 758 -726
82 534 -86
918 55 -825
65 89 26
967 427 154
52 264 59
412 990 412
478 715 902
161 596 963
360 36 628
470 421 -22
4 47 413
412 961 -317
501 488 -252
928 515 67
544 21 -528
886 432 236
954 845 -285
550 99 228
938 62 940
711 43 411
758 373 -585
72 138 179
560 822 680
75 922 961
448 990 857
881 814 744
78 50 50
177 117 -400
591 698 891
986 638 602
360 49 -639
498 817 785
672 996 345
595 29 -227
937 342 573
751 199 -546
153 295 884
271 345 61
969 298 5
607 189 -9
9 791 -297
826 504 554
174 289 -774
555 987 -827
897 112 -890
97 685 213
744 140 -281
90 24 -10
388 438 -689
577 795 -730
720 786 -721
577 490 457
866 396 -16
205 622 -461
317 148 -211
3 610 238
495 176 982
871 895 -928
661 885 -540
456 548 389
243 818 -890
85 450 687
481 907 905
455 243 -537
955 783 780
566 572 -865
742 810 982
637 792 -146
874 217 -485
774 29 -676
592 419 -433
42 881 4
302 568 -163
545 825 -356
680 288 -400
604 421 518
766 908 -388
911 891 -399
128 97 -173
157 964 601
928 288 545
809 207 -412
729 211 242
555 400 -861
195 397 -828
616 349 -872
525 867 -105
768 831 158
865 432 -362
829 259 -853
470 212 76
677 757 -763
241 697 -33
641 291 874
38 431 69
387 955 38
606 83 915
437 978 683
221 488 900
832 126 -271
44 274 199
802 702 -771
499 939 -530
791 906 111
574 780 502
529 850 -759
964 240 200
943 155 -11
783 838 -789
910 90 -957
536 171 -560
238 723 -758
177 952 93
84 422 -764
216 885 -838
418 739 43
658 981 8
813 533 303
3 522 86
93 85 -4
265 129 884
988 569 -878
292 163 -700
714 608 736
951 197 952
691 359 -629
24 403 -619
557 763 195
431 66 550
517 152 -4
646 501 -387
567 385 953
82 860 245
690 160 311
239 896 262
599 200 -47
354 571 -23
117 953 -114
535 500 318
39 402 -165
540 398 833
278 363 -248
138 316 834
650 913 -124
898 224 -884
98 487 -933
22 440 421
327 770 890
179 656 -575
581 326 -536
332 161 357
695 994 -13
364 98 477
277 932 127
854 161 -975
341 277 -877
133 696 -503
255 117 -176
264 359 3
590 136 -63
752 952 269
98 661 316
197 648 -320
481 125 310
642 604 -836
271 629 -143
967 105 -658
436 602 598
795 779 862
283 782 -196
236 71 -92
897 340 -641
898 657 908
23 689 389
628 351 -616
609 515 -345
714 724 -25
669 67 -589
448 17 559
582 231 -158
654 35 430
346 944 -672
355 303 578
397 211 601
748 952 -419
616 336 -457
340 344 609
759 319 -722
776 730 -922
7 641 -987
43 484 -333
339 266 -635
994 946 -927
205 524 -530
509 478 570
846 59 186
542 954 -121
861 564 -362
943 842 -233
585 921 -226
421 286 -831
687 305 860
634 670 854
158 743 -941
636 565 -431
48 136 767
2 322 -691
566 201 522
761 192 465
34 959 -598
320 85 -177
625 255 -489
647 115 -503
391 970 655
308 381 -356
444 302 -956
767 69 -602
320 730 -35
864 252 78
823 70 -536
909 472 -216
516 648 761
983 159 408
305 8 -849
687 15 -540
989 659 904
411 703 -977
141 102 696
746 419 560
816 849 -616
640 313 645
288 449 513
799 210 496
807 970 802
823 122 -159
834 934 182
538 190 -55
992 214 -561
763 262 185
612 822 353
277 558 -7
726 555 282
288 68 81
258 917 -111
732 719 64
18 912 898
209 94 788
775 392 -220
37 831 -105
859 16 -141
770 369 136
325 714 -138
746 996 -498
663 430 -239
734 319 -155
646 735 -136
92 633 73
484 422 848
315 554 237
683 450 -904
404 309 -782
119 798 -456
115 12 290
545 515 953
216 628 39
951 473 -315
937 689 129
359 114 -34
265 962 -719
715 551 317
377 648 -279
175 218 840
187 114 -692
702 404 205
682 709 774
156 748 77
197 785 14
312 267 725
626 233 991
178 866 58
178 183 435
396 905 -38
511 97 -498
267 757 -796
329 963 887
77 737 -605
215 814 -56
482 181 -744
67 906 -117
933 249 -939
117 308 -761
374 95 987
823 58 498
581 560 -234
896 116 -905
633 355 -476
799 102 91
980 47 -75
887 655 -8
136 538 926
796 951 395
892 190 769
302 178 944
214 28 525
682 794 -579
390 241 -594
844 118 -794
891 209 538

1000 1000
547 135 425
437 127 -86
389 405 62
931 800 306
109 921 -40
490 218 -826
636 743 -791
878 517 -49
996 275 -205
557 481 -313
692 20 586
172 797 -625
929 63 -236
82 478 696
3 784 157
221 745 -353
317 271 284
186 832 514
461 783 862
295 579 419
667 618 464
816 556 -12
232 931 917
710 696 999
494 744 355
591 253 928
215 253 597
47 889 135
831 403 -403
410 617 244
28 36 -737
936 852 79
867 840 663
915 110 -627
659 461 220
265 168 163
518 97 -622
759 46 426
514 182 257
727 19 -833
990 399 372
421 335 212
85 202 674
810 470 -864
382 481 -696
546 746 -247
276 616 -200
702 375 -666
311 889 -183
682 20 -456
81 540 -466
768 912 -693
323 476 744
793 151 555
274 639 -63
21 295 835
989 49 112
365 201 -834
606 887 -522
979 704 -488
519 248 594
783 134 714
611 793 -963
114 538 -170
753 93 -543
401 382 830
450 570 -181
3 34 536
890 200 143
594 30 474
194 543 993
680 489 128
473 203 -909
363 241 -794
808 423 -689
191 880 -288
113 62 -486
147 882 -483
699 770 759
730 913 -295
273 387 -749
762 732 -69
317 212 757
558 656 -880
334 214 929
214 877 -528
629 942 937
511 456 84
281 326 135
547 85 865
286 143 -510
371 394 -396
935 326 922
591 435 -168
805 555 -834
683 836 -267
977 660 -638
433 597 873
111 33 506
197 169 -595
340 34 -956
86 877 -585
412 481 702
199 403 294
107 588 -549
943 754 486
604 487 463
426 249 -413
933 360 -244
690 909 142
734 601 -981
501 688 501
204 452 256
850 652 844
653 759 -49
140 54 -562
955 10 -8
204 564 418
917 151 351
826 907 -606
428 49 128
468 69 -18
920 922 -814
924 530 388
35 375 41
90 678 -467
100 468 489
664 460 -955
815 879 962
74 582 -859
124 976 921
545 457 -611
467 439 661
997 977 586
724 365 973
402 758 -937
223 292 -484
683 133 -468
562 178 -300
145 493 774
473 986 -102
930 907 -557
369 296 -738
346 309 612
63 247 -664
822 221 -909
114 284 314
247 152 -3
777 685 -88
622 737 -591
608 511 882
515 762 165
163 557 -466
825 820 233
72 432 -704
293 120 118
930 563 -416
434 877 831
119 227 961
208 491 -65
720 900 -104
834 134 411
391 651 927
563 186 -896
347 771 176
468 67 822
31 538 752
261 122 -814
840 306 658
331 619 -134
583 554 938
69 450 772
721 214 164
259 493 79
30 597 -573
97 773 -753
987 947 -370
110 699 -109
416 238 -269
387 248 414
941 466 -3
744 405 -933
958 529 -860
803 693 399
400 125 429
525 552 -122
825 151 -134
524 781 -672
114 25 96
714 108 483
181 523 -224
938 872 520
467 291 830
513 431 633
638 830 385
542 259 -737
693 490 -912
474 356 -36
851 36 431
960 132 145
835 615 326
707 391 -384
999 264 -916
782 94 597
613 80 -413
224 817 129
66 80 822
422 520 648
458 485 852
942 268 -188
557 413 -1
301 92 -294
565 708 57
11 144 840
91 741 -195
909 680 381
341 809 -552
862 983 222
699 984 -967
967 836 975
380 648 -115
824 999 186
533 705 103
29 115 -886
123 955 -442
803 112 467
613 493 -840
948 293 -978
932 516 73
768 549 -960
768 524 -227
767 409 -403
825 947 -518
940 50 -488
247 517 -365
711 75 790
556 894 -245
850 54 704
366 429 -364
267 502 757
143 895 877
905 668 645
852 617 -178
255 100 762
772 964 361
199 951 -928
93 741 628
499 497 -170
280 553 -804
135 189 -185
30 298 959
50 176 -136
667 173 68
119 347 323
435 461 -553
386 822 -354
480 246 -909
977 874 -57
530 705 223
71 253 -642
722 421 -260
898 380 -210
423 596 810
770 664 929
231 340 -635
405 787 -897
651 786 -417
877 229 -88
934 172 -558
188 748 -134
961 458 588
341 199 -162
937 341 -387
953 151 383
293 433 966
433 150 371
219 253 -626
448 837 -749
973 749 -814
73 544 -274
531 762 -313
82 702 -620
776 540 -331
927 153 -378
360 888 916
510 206 349
116 929 920
305 303 720
54 906 693
950 92 -882
64 170 2
766 209 84
306 589 860
811 258 140
51 881 -148
257 149 363
186 850 831
841 770 -864
748 490 542
192 536 -507
715 654 -443
924 656 676
866 741 982
476 953 146
709 93 -803
858 946 807
60 661 345
830 492 187
321 628 -713
857 170 -169
511 15 546
168 925 823
261 601 -959
566 935 -483
660 433 -421
958 983 789
971 790 850
815 135 -320
443 674 -999
965 313 -790
333 145 -278
610 691 242
563 866 -145
850 907 421
284 777 -567
267 356 -257
57 145 714
544 995 529
571 676 -676
884 29 642
29 240 -673
73 314 -63
291 556 852
199 763 -298
976 536 -14
332 970 253
829 713 662
825 780 559
853 661 -870
234 986 -634
474 980 -252
140 307 -179
48 596 112
811 448 663
348 150 -361
670 489 323
735 94 505
515 109 -318
177 668 535
515 150 121
495 516 -404
154 264 -912
750 437 -863
198 902 948
700 565 296
189 557 -34
284 232 702
393 737 569
413 419 -902
563 306 613
431 428 -540
48 376 -386
485 464 364
387 601 -86
305 902 615
862 550 -196
94 869 -560
184 923 833
955 492 598
614 591 161
394 556 593
122 17 641
586 983 -522
540 348 218
794 614 523
344 229 -263
213 386 -817
136 178 367
981 364 675
572 962 -711
480 124 -317
497 69 805
833 62 743
181 540 -365
147 110 -571
377 633 -226
115 370 339
293 554 476
657 273 457
620 948 381
96 237 -139
165 920 -289
579 725 544
119 821 77
230 456 -776
215 886 -47
938 12 -580
492 351 66
117 179 -277
66 636 695
303 369 143
576 583 -340
653 294 -761
474 190 -289
931 619 293
169 195 508
181 149 -554
884 921 -710
64 987 -592
52 63 -526
422 758 129
5 254 57
651 914 711
193 154 537
812 865 -180
7 158 989
508 18 -478
782 817 759
769 107 -177
832 867 -773
943 693 -351
197 175 -994
111 232 9
265 295 554
482 833 -634
992 5 -274
363 995 586
180 869 368
639 628 490
859 803 -678
552 31 -383
727 32 -186
312 391 -722
607 400 -105
792 955 378
798 673 722
145 751 85
14 690 -735
995 410 -743
150 900 116
181 223 -980
214 192 -900
957 7 -588
357 285 19
664 180 -836
690 910 962
793 633 107
483 70 -527
894 688 820
794 945 971
369 413 504
562 433 -282
921 885 27
558 297 -263
90 669 753
1 833 -557
986 147 -763
408 254 72
96 79 966
393 900 113
806 223 -518
592 727 396
477 798 -683
127 825 -773
796 562 318
981 316 671
128 111 9
734 700 -583
813 773 -486
65 739 907
288 852 -934
368 687 10
166 435 -513
343 105 966
906 332 762
574 650 95
685 321 223
738 330 957
511 100 -877
602 614 188
807 873 829
494 939 197
929 301 -285
34 789 58
719 755 316
369 870 242
43 965 280
725 541 -982
825 498 -471
791 621 131
665 162 -62
956 991 -216
258 540 -934
399 255 452
506 665 171
728 982 -459
694 576 936
235 856 661
85 874 -513
59 403 630
221 535 -705
564 825 604
104 610 862
711 676 -387
376 128 471
710 652 -800
287 193 894
143 481 -519
18 142 566
773 981 625
660 612 -802
486 259 -238
96 863 218
124 77 929
604 42 -342
256 514 -280
801 714 359
282 960 855
777 441 873
758 359 -2
722 337 659
982 535 145
197 650 -407
627 868 717
669 150 -679
183 808 578
897 880 -621
209 240 14
650 95 -209
362 320 -451
699 318 -376
586 329 -42
588 474 155
457 67 -866
959 136 804
119 458 -661
999 388 589
591 119 798
686 133 801
358 924 163
677 826 -786
6 450 152
833 408 -259
252 915 -450
389 50 -491
199 206 980
587 545 331
706 134 923
840 285 609
116 86 320
942 249 -3
392 815 355
152 967 540
68 60 793
470 610 -466
676 471 733
573 803 672
60 135 -270
345 58 922
431 19 -961
32 339 981
199 688 -274
166 396 -122
227 936 -702
189 81 -232
13 615 -204
816 700 -278
951 372 782
361 103 -521
381 25 -738
72 64 -706
761 398 845
157 124 11
445 2 590
527 301 -868
494 421 497
195 218 313
567 940 617
22 74 978
400 553 -289
464 815 -216
214 461 897
338 306 406
341 669 -149
994 612 -270
415 96 577
985 593 -228
925 258 -309
999 875 -934
904 206 -534
719 917 -718
180 53 497
838 950 -165
508 708 528
472 912 874
568 642 -710
161 571 -725
419 695 -447
647 739 -96
853 805 809
122 271 880
528 553 413
830 50 -749
539 238 -889
451 118 -417
445 993 -849
17 283 -336
712 910 84
451 815 -917
608 72 288
879 881 762
785 113 -710
187 526 121
425 130 -988
544 241 463
537 825 -92
172 328 -723
434 993 -658
250 429 -855
322 512 754
555 152 985
20 914 -230
547 557 958
677 30 -265
918 42 -369
95 505 520
424 765 692
769 395 -521
198 737 729
62 234 403
214 988 310
480 974 330
37 96 -123
67 406 -94
109 142 177
966 125 -376
84 646 48
479 690 -831
568 169 -633
154 250 -219
143 5 995
469 315 -524
917 646 -135
324 875 933
466 134 -606
943 311 713
589 935 -203
632 336 -372
801 505 548
404 225 702
409 6 197
77 2 666
723 830 -416
950 47 -740
84 980 78
395 727 -979
683 440 -389
19 237 243
876 217 -604
101 765 800
108 819 562
462 17 -361
292 35 -286
339 971 -336
672 231 749
751 309 496
191 331 -821
780 294 550
997 537 427
114 285 -472
933 438 988
950 352 450
338 991 742
309 705 -566
541 721 458
850 470 209
533 319 752
827 498 532
716 401 881
2 828 995
440 708 -720
792 697 231
135 147 921
192 242 -770
913 28 -229
736 838 -26
55 399 -493
905 151 -665
306 683 -949
486 916 -595
547 911 197
596 191 -659
95 774 -524
689 695 20
717 278 934
907 401 -978
306 375 -571
457 235 334
492 922 -7
408 325 -169
671 83 378
215 280 326
341 622 422
37 450 -889
667 823 -819
68 109 88
796 131 -605
383 560 -796
305 246 -951
982 591 809
65 423 481
346 153 696
320 480 -963
122 902 -574
945 13 445
54 194 514
185 635 -338
97 30 45
696 586 702
287 635 36
710 445 102
864 278 800
696 326 120
598 715 -406
963 494 -460
510 939 946
145 805 -868
527 819 -419
465 864 -723
453 918 -435
250 955 -373
528 57 843
854 209 539
921 681 137
415 275 453
707 167 -685
512 114 -540
332 598 339
548 179 -196
467 457 257
774 374 -493
183 1 -613
392 845 -407
73 384 515
700 874 -718
868 679 989
982 994 -498
580 806 186
759 145 86
568 301 905
294 559 -321
296 418 -138
493 806 -394
229 751 31
455 266 -268
134 549 -400
480 538 -418
286 392 514
431 930 273
85 17 194
996 922 488
414 954 136
572 168 981
676 775 211
942 806 18
843 890 -847
382 490 985
126 424 -728
57 938 55
426 564 140
348 110 -864
302 598 -97
471 87 827
598 68 503
756 631 798
647 650 -359
137 155 -625
914 140 854
852 764 911
768 820 -311
878 312 389
829 801 44
916 56 -133
336 883 465
320 739 -779
322 537 868
477 530 358
969 906 272
734 760 476
906 23 245
218 64 -877
371 453 952
427 497 -780
311 364 -91
402 829 229
291 403 -449
821 623 380
79 333 349
191 957 435
214 434 -659
278 31 912
84 506 -717
581 459 -289
946 31 374
127 940 -872
882 521 -581
506 424 592
839 804 672
149 506 -137
583 941 430
966 635 -940
472 899 -856
283 534 78
315 597 24
607 323 -497
129 451 386
905 222 -756
710 815 -565
216 487 584
509 702 519
496 132 485
747 193 958
282 689 241
879 767 908
203 143 -132
654 999 -3
877 737 902
44 981 -36
531 768 532
233 705 394
718 224 -110
911 62 -362
952 372 272
720 613 151
215 874 -646
214 742 361
951 91 -410
284 345 634
405 310 -483
110 194 750
686 588 468
100 831 731
472 821 36
438 93 756
312 244 -677
406 951 -462
497 664 -159
842 606 478
504 240 -117
699 109 -7
639 211 -969
470 680 132
291 763 -396
384 799 -606
981 907 706
284 583 -888
300 121 -39
906 314 -844
498 792 -340
607 675 -289
818 20 351
850 404 -827
966 536 465
117 492 201
25 887 -466
960 945 818
433 410 118
747 371 24
892 527 874
567 540 481
940 603 -700
344 954 -498
232 128 468
724 945 -414
963 146 963
909 681 923
319 851 356
42 970 455
922 346 347
462 221 -733
65 702 207
372 354 -97
852 857 -865
797 677 859
295 615 -177
976 578 84
828 853 -245
150 209 -203
496 665 719
69 364 -467
124 631 599
478 838 -29
687 741 -177
717 228 -28
332 440 -733
911 615 596
764 699 -576
326 454 -74
343 251 774
707 323 -156
691 856 968
529 807 798
623 778 -162
203 953 -445
643 277 887
258 545 150
957 141 -733
763 917 -55
367 195 -360
690 969 -653
898 165 38
706 485 920
836 284 895
790 122 450
419 29 -906
964 268 352
457 771 -338
726 38 -575
921 335 -856
243 975 -166
408 674 -915
894 65 -209
530 337 -373
4 584 -231
33 34 -811
653 128 505
424 833 963
814 847 41
149 624 -37
124 769 -794
151 955 966
216 40 860
553 831 -610
137 459 -606
523 580 -221
4 769 433
837 627 857
684 590 -328
660 983 173
429 298 650
385 856 -199
777 823 -983
961 35 922
772 426 -589
352 172 -66
474 952 938
101 737 127
43 594 163
26 618 -176
325 144 -395
181 794 342
356 595 120
392 964 81
170 238 -795
342 649 -443
646 935 31
383 226 132
330 353 175
300 869 -798
444 45 879
238 650 -588
185 993 769
501 465 -839
739 898 -669
388 103 25
676 660 -328
902 44 407
607 176 89
828 704 -258
873 258 186
524 137 -223
869 549 -686
334 318 816
584 479 555
687 162 -704
347 188 324
391 860 -774
920 619 185
624 709 366
882 451 239
371 989 -885
920 118 336
591 433 670
422 249 254
585 156 -707
773 804 -359
985 128 -616
956 706 -344
17 892 -368
468 258 -486
810 849 237
928 317 -842
713 653 -899
314 676 -477
823 930 -892
627 576 -767
756 569 570
462 305 527
706 962 544
316 594 -635
